"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","ITSCODE","ITSCODEKOPF","SEQUENCE","CODEVISIBLE","COMPAREVALUE","TIMESEG","ARCHIVETAG","MDBID"
102,"102",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","102","-50286",512,0,999,2014-01-21,"",""
3702,"3562",-11,2015-06-03 12:49:35.852257000,"P.-254007","",2015-06-03 12:49:35.852257000,"PMueller",3000-01-01 00:00:00.000000000,"","3482","561",20,0,999,3000-01-01,"",""
5472,"5392",-11,2015-11-12 22:39:50.949807000,"P.-254007","",2015-11-12 22:39:50.949807000,"PMueller",3000-01-01 00:00:00.000000000,"","5252","-11024",40,0,999,3000-01-01,"",""
5473,"5393",-11,2015-11-12 22:39:50.949807000,"P.-254007","",2015-11-12 22:39:50.949807000,"PMueller",3000-01-01 00:00:00.000000000,"","5253","-11024",50,0,999,3000-01-01,"",""
103,"103",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","103","-50286",519,0,999,2014-01-21,"",""
3703,"3563",-11,2015-06-03 12:49:35.852257000,"P.-254007","",2015-06-03 12:49:35.852257000,"PMueller",3000-01-01 00:00:00.000000000,"","3483","561",30,0,999,3000-01-01,"",""
6161,"6041",-11,2016-02-03 14:09:26.037327000,"P.-253746","",2016-02-03 14:09:26.037327000,"VTricarico",3000-01-01 00:00:00.000000000,"","5781","1341",40,0,40,3000-01-01,"",""
6162,"6042",-11,2016-02-03 14:09:26.037327000,"P.-253746","",2016-02-03 14:09:26.037327000,"VTricarico",3000-01-01 00:00:00.000000000,"","-65098","1341",0,0,0,3000-01-01,"",""
6163,"6043",-11,2016-02-03 14:09:26.037327000,"P.-253746","",2016-02-03 14:09:26.037327000,"VTricarico",3000-01-01 00:00:00.000000000,"","-65097","1341",10,0,10,3000-01-01,"",""
6164,"6044",-11,2016-02-03 14:09:26.037327000,"P.-253746","",2016-02-03 14:09:26.037327000,"VTricarico",3000-01-01 00:00:00.000000000,"","-65096","1341",20,0,20,3000-01-01,"",""
6165,"6045",-11,2016-02-03 14:09:26.037327000,"P.-253746","",2016-02-03 14:09:26.037327000,"VTricarico",3000-01-01 00:00:00.000000000,"","-65099","1341",30,0,30,3000-01-01,"",""
105,"105",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","105","-50286",530,0,999,2014-01-21,"",""
2141,"2037",-11,2014-02-26 10:43:58.803035000,"P.-254007","",2014-02-26 10:43:58.803035000,"PMueller",3000-01-01 00:00:00.000000000,"","2021","133",10,0,999,2014-02-26,"",""
2142,"2038",-11,2014-02-26 10:44:06.703721000,"P.-254007","",2014-02-26 10:44:06.703721000,"PMueller",3000-01-01 00:00:00.000000000,"","2022","134",10,0,999,2014-02-26,"",""
2143,"2039",-11,2014-02-26 10:44:06.703721000,"P.-254007","",2014-02-26 10:44:06.703721000,"PMueller",3000-01-01 00:00:00.000000000,"","2023","134",20,0,999,2014-02-26,"",""
2144,"2040",-11,2014-02-26 10:44:06.703721000,"P.-254007","",2014-02-26 10:44:06.703721000,"PMueller",3000-01-01 00:00:00.000000000,"","2024","134",30,0,999,2014-02-26,"",""
2145,"2041",-11,2014-02-26 10:44:06.703721000,"P.-254007","",2014-02-26 10:44:06.703721000,"PMueller",3000-01-01 00:00:00.000000000,"","2025","134",40,0,999,2014-02-26,"",""
2146,"2042",-11,2014-02-26 10:44:06.703721000,"P.-254007","",2014-02-26 10:44:06.703721000,"PMueller",3000-01-01 00:00:00.000000000,"","2026","134",50,0,999,2014-02-26,"",""
2147,"2043",-11,2014-02-26 10:44:29.662826000,"P.-254007","",2014-02-26 10:44:29.662826000,"PMueller",3000-01-01 00:00:00.000000000,"","2027","135",10,0,999,2014-02-26,"",""
2148,"2044",-11,2014-02-26 10:44:29.662826000,"P.-254007","",2014-02-26 10:44:29.662826000,"PMueller",3000-01-01 00:00:00.000000000,"","2028","135",20,0,999,2014-02-26,"",""
2149,"2045",-11,2014-02-26 10:44:29.662826000,"P.-254007","",2014-02-26 10:44:29.662826000,"PMueller",3000-01-01 00:00:00.000000000,"","2029","135",30,0,999,2014-02-26,"",""
2150,"2046",-11,2014-02-26 10:44:29.662826000,"P.-254007","",2014-02-26 10:44:29.662826000,"PMueller",3000-01-01 00:00:00.000000000,"","2030","135",40,0,999,2014-02-26,"",""
3871,"3731",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3651","567",70,0,999,3000-01-01,"",""
106,"106",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","106","-50286",540,0,999,2014-01-21,"",""
3873,"3733",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3653","567",90,0,999,3000-01-01,"",""
3874,"3734",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3654","567",100,0,999,3000-01-01,"",""
107,"107",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","107","-50286",545,0,999,2014-01-21,"",""
3401,"3261",-11,2014-05-05 09:29:51.350550000,"P.-254007","",2014-05-05 09:29:51.350550000,"CHaegele",3000-01-01 00:00:00.000000000,"","3221","401",10,0,999,2014-05-05,"",""
3402,"3262",-11,2014-05-05 09:29:51.350550000,"P.-254007","",2014-05-05 09:29:51.350550000,"CHaegele",3000-01-01 00:00:00.000000000,"","3222","401",20,0,999,2014-05-05,"",""
1842,"1765",-11,2014-02-12 18:50:23.652207000,"P.-205601","",2014-02-12 18:50:23.652207000,"JHensch",3000-01-01 00:00:00.000000000,"","1785","70",10,0,999,2014-02-12,"",""
1843,"1766",-11,2014-02-12 18:51:01.290463000,"P.-205601","",2014-02-12 18:51:01.290463000,"JHensch",3000-01-01 00:00:00.000000000,"","1786","70",20,0,999,2014-02-12,"",""
3875,"3735",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3655","567",110,0,999,3000-01-01,"",""
5461,"5381",-11,2015-11-12 22:18:24.598841000,"P.-205601","",2015-11-12 22:18:24.598841000,"PMueller",3000-01-01 00:00:00.000000000,"","5241","-11023",10,0,999,3000-01-01,"",""
108,"108",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","108","-50286",550,0,999,2014-01-21,"",""
109,"109",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","109","-50286",560,0,999,2014-01-21,"",""
3403,"3263",-11,2014-05-05 09:29:51.350550000,"P.-254007","",2014-05-05 09:29:51.350550000,"CHaegele",3000-01-01 00:00:00.000000000,"","3223","401",30,0,999,2014-05-05,"",""
3876,"3736",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3656","567",120,0,999,3000-01-01,"",""
4240,"4120",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","4000","703",1200,0,999,3000-01-01,"",""
5462,"5382",-11,2015-11-12 22:18:51.803183000,"P.-205601","",2015-11-12 22:18:51.803183000,"PMueller",3000-01-01 00:00:00.000000000,"","5242","-11023",20,0,999,3000-01-01,"",""
8201,"8061",-11,2016-07-18 11:57:16.694694000,"P.-205601","",2016-07-18 11:57:16.694694000,"PMueller",3000-01-01 00:00:00.000000000,"","7521","-51182",100,0,999,3000-01-01,"",""
110,"110",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","110","-50286",570,0,999,2014-01-21,"",""
2301,"2181",-11,2014-03-07 09:00:32.414295000,"P.-205601","",2014-03-07 09:00:32.414295000,"MDemuth",3000-01-01 00:00:00.000000000,"","2141","-11350",10,0,999,2014-03-07,"",""
2302,"2182",-11,2014-03-07 09:01:01.320876000,"P.-205601","",2014-03-07 09:01:01.320876000,"MDemuth",3000-01-01 00:00:00.000000000,"","2142","-11350",20,0,999,2014-03-07,"",""
2303,"2183",-11,2014-03-07 09:01:22.491982000,"P.-205601","",2014-03-07 09:01:22.491982000,"MDemuth",3000-01-01 00:00:00.000000000,"","2143","-11350",30,0,999,2014-03-07,"",""
2304,"2184",-11,2014-03-07 09:01:46.954494000,"P.-205601","",2014-03-07 09:01:46.954494000,"MDemuth",3000-01-01 00:00:00.000000000,"","2144","-11350",50,0,999,2014-03-07,"",""
3404,"3264",-11,2014-05-05 09:29:51.350550000,"P.-254007","",2014-05-05 09:29:51.350550000,"CHaegele",3000-01-01 00:00:00.000000000,"","3224","401",40,0,999,2014-05-05,"",""
7721,"7581",-11,2016-05-25 18:08:52.084146000,"P.-205601","",2016-05-25 18:08:52.084146000,"PMueller",3000-01-01 00:00:00.000000000,"","7139","-9270",20,0,999,3000-01-01,"",""
3872,"3732",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3652","567",80,0,999,3000-01-01,"",""
5463,"5383",-11,2015-11-12 22:20:46.346506000,"P.-254007","",2015-11-12 22:20:46.346506000,"PMueller",3000-01-01 00:00:00.000000000,"","5243","-11025",10,0,999,3000-01-01,"",""
6365,"6225",-11,2016-03-09 14:52:06.469869000,"P.-208801","",2016-03-09 14:52:06.469869000,"PMueller",3000-01-01 00:00:00.000000000,"","-10110","-50906",0,0,999,3000-01-01,"",""
-10426,"-100_-2010009427",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",2019-07-10 12:29:59.154940000,"","-2010009427","-100",20,0,20,3000-01-01,"",""
9601,"-100_-2010009427",-11,1900-01-01 00:00:00.000000000,"SYRIUS-30729","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010009427","-100",20,1,20,3000-01-01,"",""
-10427,"-2010012265_-12900",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",2019-07-10 12:31:16.605678000,"","-12900","-2010012265",0,0,0,,"",""
9602,"-2010012265_-12900",-11,1900-01-01 00:00:00.000000000,"SYRIUS-54102","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-12900","-2010012265",9,0,9,,"",""
-10428,"-2010012265_-12901",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",2019-07-10 12:31:16.612787000,"","-12901","-2010012265",10,0,10,,"",""
9216,"a58aa790-15a9-498d-a5ae-84c77628e100",-11,2017-04-15 12:19:19.036307000,"P.-208801","",2017-04-15 12:19:19.036307000,"KBommer",3000-01-01 00:00:00.000000000,"","729dddac-fdd7-4fa8-b345-0b28e58a46c4","-51448",30,0,999,3000-01-01,"",""
9561,"c0da5f18-4028-4b73-b141-c9741a02ec9f",-11,2017-11-14 11:19:45.285875000,"P.-208801","",2017-11-14 11:19:45.285875000,"MMajor",3000-01-01 00:00:00.000000000,"","-62923","855bc029-620a-4725-8c7f-b74466482c3e",10,0,999,3000-01-01,"",""
9562,"766ce4e3-833f-4b38-a119-12866d1a643c",-11,2017-11-14 11:19:45.522456000,"P.-208801","",2017-11-14 11:19:45.522456000,"MMajor",3000-01-01 00:00:00.000000000,"","-62944","855bc029-620a-4725-8c7f-b74466482c3e",20,0,999,3000-01-01,"",""
9563,"816ee98e-e943-4782-ba29-18b672a9ac33",-11,2017-11-14 11:19:45.606742000,"P.-208801","",2017-11-14 11:19:45.606742000,"MMajor",3000-01-01 00:00:00.000000000,"","-62934","855bc029-620a-4725-8c7f-b74466482c3e",30,0,999,3000-01-01,"",""
9564,"ee2f302e-738c-4839-b238-e034a261f084",-11,2017-11-14 11:19:45.690126000,"P.-208801","",2017-11-14 11:19:45.690126000,"MMajor",3000-01-01 00:00:00.000000000,"","-62929","855bc029-620a-4725-8c7f-b74466482c3e",40,0,999,3000-01-01,"",""
9565,"739234ba-3718-46a3-8fbd-20b1a9b75c24",-11,2017-11-14 11:19:45.769748000,"P.-208801","",2017-11-14 11:19:45.769748000,"MMajor",3000-01-01 00:00:00.000000000,"","-62932","855bc029-620a-4725-8c7f-b74466482c3e",50,0,999,3000-01-01,"",""
9566,"a4a1a2a6-9713-4207-b96e-dbcc7a6ce4cf",-11,2017-11-14 11:19:45.877955000,"P.-208801","",2017-11-14 11:19:45.877955000,"MMajor",3000-01-01 00:00:00.000000000,"","5581","855bc029-620a-4725-8c7f-b74466482c3e",60,0,999,3000-01-01,"",""
9567,"5c7c8ad4-b679-453f-88c8-ab31e26dac05",-11,2017-11-14 11:19:45.973852000,"P.-208801","",2017-11-14 11:19:45.973852000,"MMajor",3000-01-01 00:00:00.000000000,"","-62945","855bc029-620a-4725-8c7f-b74466482c3e",70,0,999,3000-01-01,"",""
9568,"1375e251-6e2f-45ff-a590-15bd74f3a3d3",-11,2017-11-14 11:19:46.052168000,"P.-208801","",2017-11-14 11:19:46.052168000,"MMajor",3000-01-01 00:00:00.000000000,"","-62935","855bc029-620a-4725-8c7f-b74466482c3e",80,0,999,3000-01-01,"",""
9569,"6b14bbb3-7c2b-49c1-96ee-a086123424c0",-11,2017-11-14 11:19:46.138223000,"P.-208801","",2017-11-14 11:19:46.138223000,"MMajor",3000-01-01 00:00:00.000000000,"","-62941","855bc029-620a-4725-8c7f-b74466482c3e",90,0,999,3000-01-01,"",""
9570,"00bf7ab9-76a3-4d49-8dea-088bcd543f0a",-11,2017-11-14 11:19:46.216058000,"P.-208801","",2017-11-14 11:19:46.216058000,"MMajor",3000-01-01 00:00:00.000000000,"","-62937","855bc029-620a-4725-8c7f-b74466482c3e",100,0,999,3000-01-01,"",""
9571,"ad67f7bf-a49e-426e-b166-82b1581fa0bb",-11,2017-11-14 11:19:46.295945000,"P.-208801","",2017-11-14 11:19:46.295945000,"MMajor",3000-01-01 00:00:00.000000000,"","-62938","855bc029-620a-4725-8c7f-b74466482c3e",110,0,999,3000-01-01,"",""
9572,"f642e21a-278e-402e-99e2-f6f92ebc0a17",-11,2017-11-14 11:19:46.372253000,"P.-208801","",2017-11-14 11:19:46.372253000,"MMajor",3000-01-01 00:00:00.000000000,"","-62953","855bc029-620a-4725-8c7f-b74466482c3e",120,0,999,3000-01-01,"",""
9573,"3461a64d-6888-4f38-ae0c-5fc7c784ca82",-11,2017-11-14 11:19:46.447768000,"P.-208801","",2017-11-14 11:19:46.447768000,"MMajor",3000-01-01 00:00:00.000000000,"","-62952","855bc029-620a-4725-8c7f-b74466482c3e",130,0,999,3000-01-01,"",""
9574,"0a9cadde-1aec-48cd-938b-bb8bb0c8c946",-11,2017-11-14 11:19:46.535634000,"P.-208801","",2017-11-14 11:19:46.535634000,"MMajor",3000-01-01 00:00:00.000000000,"","-62939","855bc029-620a-4725-8c7f-b74466482c3e",140,0,999,3000-01-01,"",""
9575,"582a279d-896c-4872-b680-13b222a94edb",-11,2017-11-14 11:19:46.610159000,"P.-208801","",2017-11-14 11:19:46.610159000,"MMajor",3000-01-01 00:00:00.000000000,"","-62942","855bc029-620a-4725-8c7f-b74466482c3e",150,0,999,3000-01-01,"",""
111,"111",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","111","-50286",575,0,999,2014-01-21,"",""
112,"112",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","112","-50286",580,0,999,2014-01-21,"",""
3405,"3265",-11,2014-05-05 09:29:51.350550000,"P.-254007","",2014-05-05 09:29:51.350550000,"CHaegele",3000-01-01 00:00:00.000000000,"","3225","401",50,0,999,2014-05-05,"",""
3406,"3266",-11,2014-05-05 09:38:38.720314000,"P.-254007","",2014-05-05 09:38:38.720314000,"CHaegele",3000-01-01 00:00:00.000000000,"","3226","-50307",10,0,999,2014-05-05,"",""
1688,"1655",-11,2014-02-06 16:21:33.366189000,"P.-205601","",2014-02-06 16:21:33.366189000,"LWernli",3000-01-01 00:00:00.000000000,"","1648","26",10,0,999,2014-02-06,"",""
3704,"3564",-11,2015-06-03 12:49:35.852257000,"P.-254007","",2015-06-03 12:49:35.852257000,"PMueller",3000-01-01 00:00:00.000000000,"","3484","561",40,0,999,3000-01-01,"",""
3865,"3725",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3645","567",10,0,999,3000-01-01,"",""
5464,"5384",-11,2015-11-12 22:20:46.346506000,"P.-254007","",2015-11-12 22:20:46.346506000,"PMueller",3000-01-01 00:00:00.000000000,"","5244","-11025",20,0,999,3000-01-01,"",""
7361,"7221",-11,2016-04-26 14:38:32.027546000,"P.-208801","",2016-04-26 14:38:32.027546000,"PMueller",3000-01-01 00:00:00.000000000,"","-10110","1601",0,0,999,3000-01-01,"",""
7362,"7222",-11,2016-04-26 14:38:32.054614000,"P.-208801","",2016-04-26 14:38:32.054614000,"PMueller",3000-01-01 00:00:00.000000000,"","-10111","1601",10,0,999,3000-01-01,"",""
7363,"7223",-11,2016-04-26 14:44:01.159801000,"P.-254007","",2016-04-26 14:44:01.159801000,"PMueller",3000-01-01 00:00:00.000000000,"","6861","1602",10,0,999,3000-01-01,"",""
7364,"7224",-11,2016-04-26 14:44:01.159801000,"P.-254007","",2016-04-26 14:44:01.159801000,"PMueller",3000-01-01 00:00:00.000000000,"","3322","1602",20,0,999,3000-01-01,"",""
7365,"7225",-11,2016-04-26 14:44:01.159801000,"P.-254007","",2016-04-26 14:44:01.159801000,"PMueller",3000-01-01 00:00:00.000000000,"","3341","1602",30,0,999,3000-01-01,"",""
8521,"8381",-11,2016-07-28 09:40:12.600167000,"P.-205601","",2016-07-28 09:40:12.600167000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7841","-50483",35,0,999,3000-01-01,"",""
8522,"8382",-11,2016-07-28 09:41:46.738383000,"P.-205601","",2016-07-28 09:41:46.738383000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7842","-50483",85,0,999,3000-01-01,"",""
8523,"8383",-11,2016-07-28 09:42:31.829306000,"P.-205601","",2016-07-28 09:42:31.829306000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7843","-50483",98,0,999,3000-01-01,"",""
113,"113",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","113","-50286",581,0,999,2014-01-21,"",""
114,"114",-11,2014-01-21 11:15:56.645982000,"P.-254007","",2014-01-21 11:15:56.645982000,"CHaegele",3000-01-01 00:00:00.000000000,"","114","-50286",582,0,999,2014-01-21,"",""
1689,"1656",-11,2014-02-06 16:28:44.772233000,"P.-205601","",2014-02-06 16:28:44.772233000,"LWernli",3000-01-01 00:00:00.000000000,"","1649","27",10,0,999,2014-02-06,"",""
3866,"3726",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3646","567",20,0,999,3000-01-01,"",""
3867,"3727",-11,2015-06-03 12:57:51.943980000,"P.-254007","",2015-06-03 12:57:51.943980000,"DHaramincic",3000-01-01 00:00:00.000000000,"","3647","567",30,0,999,3000-01-01,"",""
5301,"5221",-11,2015-10-22 09:55:52.639165000,"P.-254007","",2015-10-22 09:55:52.639165000,"PMueller",3000-01-01 00:00:00.000000000,"","5001","1021",10,0,999,3000-01-01,"",""
5302,"5222",-11,2015-10-22 09:55:52.639165000,"P.-254007","",2015-10-22 09:55:52.639165000,"PMueller",3000-01-01 00:00:00.000000000,"","5002","1021",20,0,999,3000-01-01,"",""
5465,"5385",-11,2015-11-12 22:20:46.346506000,"P.-254007","",2015-11-12 22:20:46.346506000,"PMueller",3000-01-01 00:00:00.000000000,"","5245","-11025",30,0,999,3000-01-01,"",""
6041,"5924",-11,2016-01-26 15:54:53.659423000,"P.-208801","",2016-01-26 15:54:53.659423000,"PMueller",3000-01-01 00:00:00.000000000,"","-10110","1284",0,0,999,3000-01-01,"",""
6042,"5925",-11,2016-01-26 15:54:53.683328000,"P.-208801","",2016-01-26 15:54:53.683328000,"PMueller",3000-01-01 00:00:00.000000000,"","-10111","1284",10,0,999,3000-01-01,"",""
9136,"f92924af-c14e-4aa8-a488-b1b955b7456c",-11,2017-04-15 10:17:47.195403000,"P.-208801","",2017-04-15 10:17:47.195403000,"KBommer",3000-01-01 00:00:00.000000000,"","33d91738-bc26-4ea1-96bd-6dcafa3aa01c","3fab4ba3-56f2-4bd2-8781-6d5aaf43c4e1",10,0,999,3000-01-01,"",""
9137,"e5b19048-02f9-42fe-bdaf-d6d1bf7ea2ae",-11,2017-04-15 10:18:55.037793000,"P.-208801","",2017-04-15 10:18:55.037793000,"KBommer",3000-01-01 00:00:00.000000000,"","bf8d0410-8e16-4a8d-a6fa-444c17668c53","3fab4ba3-56f2-4bd2-8781-6d5aaf43c4e1",20,0,999,3000-01-01,"",""
9138,"27bd59d5-aefc-4975-a61a-1eda23ddb7b3",-11,2017-04-15 10:19:06.155153000,"P.-208801","",2017-04-15 10:19:06.155153000,"KBommer",3000-01-01 00:00:00.000000000,"","68f4197c-0466-41fb-9e19-75146bc692b8","3fab4ba3-56f2-4bd2-8781-6d5aaf43c4e1",30,0,999,3000-01-01,"",""
9139,"29cf93fb-d2d6-473d-b6d9-1954154d3eea",-11,2017-04-15 10:24:12.969855000,"P.-208801","",2017-04-15 10:24:12.969855000,"KBommer",3000-01-01 00:00:00.000000000,"","0db8b7f3-1dfb-4663-a5cc-bd3db32d4fce","b228d629-9055-44db-bc4b-5d6eff3db15e",0,0,999,3000-01-01,"",""
9140,"cd5536a9-9ce8-44ed-aada-7dcd1aa5810d",-11,2017-04-15 10:24:13.008514000,"P.-208801","",2017-04-15 10:24:13.008514000,"KBommer",3000-01-01 00:00:00.000000000,"","3664ed4d-320c-459b-9a1d-4bf6f0972391","b228d629-9055-44db-bc4b-5d6eff3db15e",10,0,999,3000-01-01,"",""
9141,"55ba15c4-18e0-4ee1-8861-d3c5daaf08c1",-11,2017-04-15 10:24:13.037540000,"P.-208801","",2017-04-15 10:24:13.037540000,"KBommer",3000-01-01 00:00:00.000000000,"","ce131867-2e39-4857-9fd2-c782eb16f793","b228d629-9055-44db-bc4b-5d6eff3db15e",20,0,999,3000-01-01,"",""
9142,"ed0acfde-7f14-4d56-a2ec-182e0abb0b67",-11,2017-04-15 10:26:40.682155000,"P.-208801","",2017-04-15 10:26:40.682155000,"KBommer",3000-01-01 00:00:00.000000000,"","5574a17c-11d1-40d6-adcd-58eb1bd18807","ccb3f02e-8b2c-4e0d-ae74-f3348d8411df",0,0,999,3000-01-01,"",""
9143,"5b69d2ca-523c-4da5-992b-eabd6fd78385",-11,2017-04-15 10:26:40.712768000,"P.-208801","",2017-04-15 10:26:40.712768000,"KBommer",3000-01-01 00:00:00.000000000,"","75c68b4b-fb32-4ae0-85d5-1e25ac128112","ccb3f02e-8b2c-4e0d-ae74-f3348d8411df",10,0,999,3000-01-01,"",""
9144,"43024647-0f25-4c80-8110-947d7af8a9e1",-11,2017-04-15 10:28:19.050925000,"P.-208801","",2017-04-15 10:28:19.050925000,"KBommer",3000-01-01 00:00:00.000000000,"","ab759596-2685-4dad-b0a7-49d0b592ffac","9febca0b-ced5-469a-997d-ece651ad4be7",0,0,999,3000-01-01,"",""
9145,"7da8f29c-c1c3-4f22-98dd-e70c05e9109d",-11,2017-04-15 10:28:19.087777000,"P.-208801","",2017-04-15 10:28:19.087777000,"KBommer",3000-01-01 00:00:00.000000000,"","010863f0-1192-42d8-92af-ff10de3f8f27","9febca0b-ced5-469a-997d-ece651ad4be7",10,0,999,3000-01-01,"",""
9146,"715a2f6d-b706-444c-9035-1308c038678c",-11,2017-04-15 10:28:19.116117000,"P.-208801","",2017-04-15 10:28:19.116117000,"KBommer",3000-01-01 00:00:00.000000000,"","d249d530-8370-495b-9005-2dc1ececd23d","9febca0b-ced5-469a-997d-ece651ad4be7",20,0,999,3000-01-01,"",""
9147,"b9725920-2390-43f4-b424-d776d7333677",-11,2017-04-15 10:30:11.455825000,"P.-205601","",2017-04-15 10:30:11.455825000,"KBommer",3000-01-01 00:00:00.000000000,"","29adcb86-2f4e-42b2-b8fc-fe004e4f7078","-51440",10,0,999,3000-01-01,"",""
9148,"a8570308-b711-4ac1-8709-d1a9958c8d83",-11,2017-04-15 10:31:08.295672000,"P.-205601","",2017-04-15 10:31:08.295672000,"KBommer",3000-01-01 00:00:00.000000000,"","379d579d-668b-4049-b7fe-17ef78683ae0","-51440",20,0,999,3000-01-01,"",""
9149,"5b889f37-552e-4fec-b8e6-bf799d2104f6",-11,2017-04-15 10:31:46.796984000,"P.-205601","",2017-04-15 10:31:46.796984000,"KBommer",3000-01-01 00:00:00.000000000,"","2656b74a-1e72-419b-b97b-09efe7f0910c","-51440",30,0,999,3000-01-01,"",""
9150,"ddcc66a8-f492-44eb-860c-be3b5a1c2244",-11,2017-04-15 10:32:19.716646000,"P.-205601","",2017-04-15 10:32:19.716646000,"KBommer",3000-01-01 00:00:00.000000000,"","c29e779f-761d-42e3-a027-980049712485","-51440",40,0,999,3000-01-01,"",""
9151,"3f3cdf8b-8244-4652-a68b-74aa30d7d920",-11,2017-04-15 10:32:46.963572000,"P.-205601","",2017-04-15 10:32:46.963572000,"KBommer",3000-01-01 00:00:00.000000000,"","55b98f51-df40-47b1-b77c-4f790595b4c8","-51440",50,0,999,3000-01-01,"",""
9152,"4cf819bb-3cdf-499c-a90c-14c93bdc13a8",-11,2017-04-15 10:33:18.883240000,"P.-205601","",2017-04-15 10:33:18.883240000,"KBommer",3000-01-01 00:00:00.000000000,"","e717e3dd-db16-49f4-bee7-2b21c4a8e949","-51440",60,0,999,3000-01-01,"",""
9153,"3df76354-35b5-4142-a28c-8ea6460bd378",-11,2017-04-15 10:34:09.742547000,"P.-205601","",2017-04-15 10:34:09.742547000,"KBommer",3000-01-01 00:00:00.000000000,"","84269831-dff7-4458-9fed-036a409f7950","-51441",10,0,999,3000-01-01,"",""
9154,"d62b3a6e-cfc5-4ffe-8ae0-88b1b5a9d3d9",-11,2017-04-15 10:34:42.814136000,"P.-205601","",2017-04-15 10:34:37.717196000,"KBommer",2017-04-15 10:34:42.814136000,"KBommer","b9fabdd2-e5d7-412c-aa1f-4f6f2ead7622","-51441",10,0,999,3000-01-01,"",""
9155,"d62b3a6e-cfc5-4ffe-8ae0-88b1b5a9d3d9",-11,2017-04-15 10:34:42.814136000,"P.-209001","",2017-04-15 10:34:42.814136000,"KBommer",3000-01-01 00:00:00.000000000,"","b9fabdd2-e5d7-412c-aa1f-4f6f2ead7622","-51441",20,0,999,3000-01-01,"",""
