"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","ITSCODE","ITSCODEKOPF","SEQUENCE","CODEVISIBLE","COMPAREVALUE","TIMESEG","ARCHIVETAG","MDBID"
-9927,"-51423_-65886",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65886","-51423",10,0,10,,"",""
-9928,"-51423_-65883",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65883","-51423",20,0,20,,"",""
-9929,"-51423_-65884",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65884","-51423",30,0,30,,"",""
-9930,"-51421_-65866",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65866","-51421",0,0,0,,"",""
-9931,"-51421_-65867",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65867","-51421",10,0,10,,"",""
-9932,"-51421_-65868",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65868","-51421",20,0,20,,"",""
-9933,"-51421_-65869",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65869","-51421",30,0,30,,"",""
-9934,"-51421_-65870",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65870","-51421",40,0,40,,"",""
-9935,"-51421_-65871",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65871","-51421",50,0,50,,"",""
-9936,"-51421_-65872",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65872","-51421",60,0,60,,"",""
-9937,"-51421_-65873",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65873","-51421",70,0,70,,"",""
3308,"3168",-11,2014-04-10 07:58:42.050829000,"P.-205601","",2014-04-10 07:58:42.050829000,"CHaegele",3000-01-01 00:00:00.000000000,"","3128","325",80,0,999,2014-04-10,"",""
-9938,"-51421_-65874",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65874","-51421",80,0,80,,"",""
-9939,"-51421_-65875",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65875","-51421",90,0,90,,"",""
-9940,"-51421_-65877",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65877","-51421",100,0,100,,"",""
-9941,"-51421_-65876",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65876","-51421",110,0,110,,"",""
-9942,"-51421_-65853",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65853","-51421",120,0,120,,"",""
-9943,"-51421_-65854",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65854","-51421",130,0,130,,"",""
-9944,"-51421_-65855",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65855","-51421",140,0,140,,"",""
-9945,"-51421_-65856",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65856","-51421",150,0,150,,"",""
-3017,"-51421_-2010004617",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010004617","-51421",160,0,160,,"",""
-3873,"-51421_-2010004618",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010004618","-51421",170,0,170,,"",""
-9946,"-51421_-65857",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65857","-51421",180,0,180,,"",""
-9947,"-51421_-65858",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65858","-51421",190,0,190,,"",""
-9948,"-51421_-65859",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65859","-51421",200,0,200,,"",""
-9949,"-51421_-65860",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65860","-51421",210,0,210,,"",""
-9950,"-51421_-65861",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65861","-51421",220,0,220,,"",""
-9951,"-51421_-65862",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65862","-51421",230,0,230,,"",""
-9952,"-51421_-65863",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65863","-51421",240,0,240,,"",""
-9953,"-51421_-65864",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65864","-51421",250,0,250,,"",""
-9954,"-51421_-65888",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65888","-51421",260,0,260,,"",""
-9955,"-51421_-65865",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65865","-51421",270,0,270,,"",""
-9956,"-51421_-65881",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65881","-51421",280,0,280,,"",""
-6161,"-50961_-64114",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64114","-50961",0,0,0,,"",""
-6162,"-50961_-64116",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64116","-50961",10,0,10,,"",""
-6163,"-50961_-64904",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64904","-50961",20,0,20,,"",""
-6164,"-51262_-65231",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65231","-51262",0,0,0,,"",""
-6165,"-51262_-65230",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65230","-51262",10,0,10,,"",""
-6166,"-51262_-65232",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65232","-51262",20,0,20,,"",""
-10444,"-2010008425_-2010008195",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010008195","-2010008425",0,0,0,,"",""
-10445,"-2010008425_-2010008609",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010008609","-2010008425",10,0,10,,"",""
-10446,"-2010008033_-2010008034",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010008034","-2010008033",0,0,0,,"",""
-10447,"-2010008033_-52100",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52100","-2010008033",10,0,10,,"",""
-10448,"-2010008033_-62492",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62492","-2010008033",20,0,20,,"",""
-6167,"-51299_-65340",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65340","-51299",0,0,0,,"",""
-6168,"-51299_-65341",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65341","-51299",10,0,10,,"",""
-6169,"-51299_-65348",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65348","-51299",20,0,20,,"",""
-6170,"-51299_-65342",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65342","-51299",30,0,30,,"",""
-6171,"-51299_-65350",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65350","-51299",40,0,40,,"",""
-6172,"-51299_-65343",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65343","-51299",50,0,50,,"",""
-6173,"-51299_-65354",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65354","-51299",60,0,60,,"",""
-6174,"-51299_-65344",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65344","-51299",70,0,70,,"",""
-6175,"-51299_-65346",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65346","-51299",80,0,80,,"",""
-6176,"-51299_-65353",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65353","-51299",90,0,90,,"",""
-6177,"-51299_-65345",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65345","-51299",100,0,100,,"",""
6555,"6415",-11,2016-04-25 11:23:43.056589000,"P.-254007","",2016-04-25 11:23:43.056589000,"PMueller",3000-01-01 00:00:00.000000000,"","6093","1541",30,0,999,3000-01-01,"",""
5633,"5554",-11,2015-12-09 12:59:04.080562000,"P.-254007","",2015-12-09 12:59:04.080562000,"PMueller",3000-01-01 00:00:00.000000000,"","5397","1139",340,0,999,3000-01-01,"",""
4173,"4053",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3933","703",530,0,999,3000-01-01,"",""
3621,"3481",-11,2015-01-20 16:06:31.392137000,"P.-208801","",2015-01-20 16:06:01.118746000,"FPFannes",2015-01-20 16:06:31.392137000,"FPFannes","1818","504",0,0,999,3000-01-01,"",""
3622,"3482",-11,2015-01-20 16:06:54.416593000,"P.-208801","",2015-01-20 16:06:01.148024000,"FPFannes",2015-01-20 16:06:54.416593000,"FPFannes","1842","504",10,0,999,3000-01-01,"",""
4174,"4054",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3934","703",540,0,999,3000-01-01,"",""
4004,"3864",-11,2015-06-22 16:42:44.015661000,"P.-253746","",2015-06-22 16:42:44.015661000,"PMueller",3000-01-01 00:00:00.000000000,"","3782","-51131",200,0,999,3000-01-01,"",""
4005,"3865",-11,2015-06-22 16:42:44.015661000,"P.-253746","SYRIUS-33176",2015-06-22 16:42:44.015661000,"PMueller",2018-04-23 08:58:18.684642000,"","-13602","-7690",110,0,110,3000-01-01,"",""
4194,"4074",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3954","703",740,0,999,3000-01-01,"",""
4972,"4834",-11,2015-08-10 18:05:07.115656000,"P.-254007","",2015-08-10 18:05:07.115656000,"PMueller",3000-01-01 00:00:00.000000000,"","4672","-11130",20,0,999,3000-01-01,"",""
4973,"4835",-11,2015-08-10 18:05:07.115656000,"P.-254007","",2015-08-10 18:05:07.115656000,"PMueller",3000-01-01 00:00:00.000000000,"","4673","-11130",30,0,999,3000-01-01,"",""
7400,"7260",-11,2016-04-27 14:21:44.305273000,"P.-254007","",2016-04-27 14:21:44.305273000,"PMueller",3000-01-01 00:00:00.000000000,"","6900","1621",200,0,999,3000-01-01,"",""
3461,"3321",-11,2014-06-02 17:36:22.527099000,"P.-205601","",2014-06-02 17:36:22.527099000,"MDemuth",3000-01-01 00:00:00.000000000,"","3281","-50743",10,0,999,2014-06-02,"",""
1997,"1897",-11,2014-02-19 22:04:36.531824000,"P.-254007","",2014-02-19 22:04:36.531824000,"LWernli",3000-01-01 00:00:00.000000000,"","1906","91",20,0,999,2014-02-19,"",""
5615,"5536",-11,2015-12-09 12:59:04.080562000,"P.-254007","",2015-12-09 12:59:04.080562000,"PMueller",3000-01-01 00:00:00.000000000,"","5379","1139",160,0,999,3000-01-01,"",""
5616,"5537",-11,2015-12-09 12:59:04.080562000,"P.-254007","",2015-12-09 12:59:04.080562000,"PMueller",3000-01-01 00:00:00.000000000,"","5380","1139",170,0,999,3000-01-01,"",""
6532,"6392",-11,2016-04-25 11:23:43.056589000,"P.-254007","",2016-04-25 11:23:43.056589000,"PMueller",3000-01-01 00:00:00.000000000,"","6070","1541",7,0,999,3000-01-01,"",""
-6178,"-51299_-65351",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65351","-51299",110,0,110,,"",""
4208,"4088",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3968","703",880,0,999,3000-01-01,"",""
-6179,"-51299_-65352",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65352","-51299",120,0,120,,"",""
-6180,"-51299_-65387",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65387","-51299",130,0,130,,"",""
-6181,"-51299_-65349",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65349","-51299",140,0,140,,"",""
-6182,"-51299_-65347",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65347","-51299",150,0,150,,"",""
-9957,"-51403_-65808",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65808","-51403",0,0,0,,"",""
-9958,"-51403_-65806",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65806","-51403",10,0,10,,"",""
-9959,"-51403_-65807",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65807","-51403",20,0,20,,"",""
-6183,"-51227_-65144",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65144","-51227",0,0,0,,"",""
-6184,"-51227_-65145",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65145","-51227",10,0,10,,"",""
-10449,"-2010008133_-2010008134",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010008134","-2010008133",0,0,0,,"",""
-10450,"-2010008133_-2010008135",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010008135","-2010008133",10,0,10,,"",""
-3874,"-2010005699_-2010005934",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010005934","-2010005699",0,0,0,,"",""
6569,"6429",-11,2016-04-25 11:23:43.056589000,"P.-254007","",2016-04-25 11:23:43.056589000,"PMueller",3000-01-01 00:00:00.000000000,"","6107","1541",44,0,999,3000-01-01,"",""
6570,"6430",-11,2016-04-25 11:23:43.056589000,"P.-254007","",2016-04-25 11:23:43.056589000,"PMueller",3000-01-01 00:00:00.000000000,"","6108","1541",45,0,999,3000-01-01,"",""
5624,"5545",-11,2015-12-09 12:59:04.080562000,"P.-254007","",2015-12-09 12:59:04.080562000,"PMueller",3000-01-01 00:00:00.000000000,"","5388","1139",250,0,999,3000-01-01,"",""
5625,"5546",-11,2015-12-09 12:59:04.080562000,"P.-254007","",2015-12-09 12:59:04.080562000,"PMueller",3000-01-01 00:00:00.000000000,"","5389","1139",260,0,999,3000-01-01,"",""
4230,"4110",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3990","703",1100,0,999,3000-01-01,"",""
4231,"4111",-11,2015-07-22 21:03:34.588136000,"P.-254007","",2015-07-22 21:03:34.588136000,"PMueller",3000-01-01 00:00:00.000000000,"","3991","703",1110,0,999,3000-01-01,"",""
-3875,"-2010005699_-2010005701",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010005701","-2010005699",10,0,10,,"",""
-6185,"-51047_-64468",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64468","-51047",0,0,0,,"",""
-6186,"-51047_-64467",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64467","-51047",10,0,10,,"",""
8681,"8501",-11,2016-08-29 15:50:17.287536000,"P.-208801","",2016-08-29 15:50:17.287536000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7921","-50286",14,0,999,3000-01-01,"",""
8682,"8502",-11,2016-08-29 15:51:23.611093000,"P.-205601","",2016-08-29 15:51:23.611093000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7922","-50286",26,0,999,3000-01-01,"",""
8704,"8524",-11,2016-08-30 14:42:26.016119000,"P.-254007","",2016-08-30 14:42:26.016119000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7944","2282",10,0,10,3000-01-01,"",""
8705,"8525",-11,2016-08-30 14:42:26.016119000,"P.-254007","",2016-08-30 14:42:26.016119000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7945","2282",20,0,20,3000-01-01,"",""
8706,"8526",-11,2016-08-30 14:42:26.016119000,"P.-254007","",2016-08-30 14:42:26.016119000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7946","2282",30,0,30,3000-01-01,"",""
8707,"8527",-11,2016-08-30 14:44:15.113704000,"P.-254007","",2016-08-30 14:44:15.113704000,"DHaramincic",3000-01-01 00:00:00.000000000,"","7947","2283",10,0,10,3000-01-01,"",""
-10451,"-2010011348_-2010011349",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010011349","-2010011348",0,0,0,,"",""
-10452,"-2010011348_-2010011350",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010011350","-2010011348",10,0,10,,"",""
-10453,"-2010011348_-2010011352",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010011352","-2010011348",20,0,20,,"",""
-6187,"-50907_-63980",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63980","-50907",0,0,0,,"",""
-6188,"-50907_-63981",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63981","-50907",10,0,10,,"",""
-6189,"-50907_-63982",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63982","-50907",20,0,20,,"",""
-6190,"-50907_-63983",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63983","-50907",30,0,30,,"",""
-6191,"-50907_-63984",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63984","-50907",40,0,40,,"",""
-6192,"-51013_-64350",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64350","-51013",0,0,0,,"",""
-6193,"-51013_-64349",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64349","-51013",10,0,10,,"",""
-6194,"-51238_-62844",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62844","-51238",0,0,0,,"",""
-6195,"-51238_-62845",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62845","-51238",10,0,10,,"",""
-6196,"-51238_-504360",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-504360","-51238",20,0,20,,"",""
-3232,"-51396_-65777",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65777","-51396",0,0,0,,"",""
-9738,"-51370_-65664",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65664","-51370",0,0,0,,"",""
3167,"3047",-11,2014-03-27 16:33:32.872406000,"P.-208801","",2014-03-27 16:33:32.872406000,"FStofer",3000-01-01 00:00:00.000000000,"","3005","-50262",50,0,999,2014-03-27,"",""
-9739,"-51370_-65665",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65665","-51370",10,0,10,,"",""
-9736,"-51370_-65666",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65666","-51370",20,0,20,,"",""
-9737,"-51370_-65667",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65667","-51370",30,0,30,,"",""
-9734,"-51370_-65668",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65668","-51370",40,0,40,,"",""
-9735,"-51370_-65669",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65669","-51370",50,0,50,,"",""
-9733,"-51370_-65670",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65670","-51370",60,0,60,,"",""
-9732,"-51370_-65671",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65671","-51370",70,0,70,,"",""
-9740,"-51377_-65640",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65640","-51377",0,0,0,,"",""
-9743,"-51377_-65672",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65672","-51377",10,0,10,,"",""
-9741,"-51377_-65673",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65673","-51377",20,0,20,,"",""
-9742,"-51377_-65674",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65674","-51377",30,0,30,,"",""
-9744,"-51377_-65675",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65675","-51377",40,0,40,,"",""
-9745,"-51377_-65676",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65676","-51377",50,0,50,,"",""
-6197,"-50988_-64280",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64280","-50988",0,0,0,,"",""
-6198,"-50988_-64278",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64278","-50988",10,0,10,,"",""
-6199,"-50988_-64279",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64279","-50988",20,0,20,,"",""
-10210,"-2010001713_-2010001714",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010001714","-2010001713",0,0,0,,"",""
-10211,"-2010001713_-2010001715",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010001715","-2010001713",10,0,10,,"",""
-10212,"-2010001713_-2010001716",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010001716","-2010001713",20,0,20,,"",""
-10213,"-2010001713_-2010001717",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-2010001717","-2010001713",30,0,30,,"",""
-6200,"-51358_-65576",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65576","-51358",0,0,0,,"",""
-6201,"-51358_-63075",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63075","-51358",10,0,10,,"",""
