"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","ITSTARIFGRPPARENT","ITSTARIFGRPCHILD","EINAUSSCHLUSS","TIMESEG","ARCHIVETAG","MDBID"
191,"191",-1084,2014-01-16 15:51:40.672177000,"B.109","",2014-01-16 15:51:40.672177000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"205","201","-62356",2014-01-16,"",""
192,"192",-1084,2014-01-16 15:51:40.672177000,"B.109","",2014-01-16 15:51:40.672177000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"205","202","-62356",2014-01-16,"",""
193,"193",-1084,2014-01-16 15:51:40.672177000,"B.109","",2014-01-16 15:51:40.672177000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"205","203","-62356",2014-01-16,"",""
194,"194",-1084,2014-01-16 15:51:40.672177000,"B.109","",2014-01-16 15:51:40.672177000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"205","204","-62356",2014-01-16,"",""
195,"195",-1084,2014-01-16 15:51:40.672177000,"B.109","",2014-01-16 15:51:40.672177000,"CHaegele",3000-01-01 00:00:00.000000000,"",2011-07-01,3000-01-01,"205","331","-62356",2014-01-16,"",""
196,"196",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","138","-62356",2014-01-16,"",""
197,"197",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","144","-62356",2014-01-16,"",""
198,"198",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","158","-62356",2014-01-16,"",""
199,"199",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","161","-62356",2014-01-16,"",""
200,"200",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","164","-62356",2014-01-16,"",""
201,"201",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","166","-62356",2014-01-16,"",""
202,"202",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","168","-62356",2014-01-16,"",""
203,"203",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","175","-62356",2014-01-16,"",""
204,"204",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","190","-62356",2014-01-16,"",""
205,"205",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","192","-62356",2014-01-16,"",""
206,"206",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","200","-62356",2014-01-16,"",""
207,"207",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","205","-62356",2014-01-16,"",""
208,"208",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","220","-62356",2014-01-16,"",""
209,"209",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","224","-62356",2014-01-16,"",""
210,"210",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","227","-62356",2014-01-16,"",""
211,"211",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","231","-62356",2014-01-16,"",""
212,"212",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","234","-62356",2014-01-16,"",""
213,"213",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","244","-62356",2014-01-16,"",""
214,"214",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","321","-62356",2014-01-16,"",""
215,"215",-1084,2014-01-16 15:51:40.944886000,"B.109","",2014-01-16 15:51:40.944886000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"135","328","-62356",2014-01-16,"",""
216,"216",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,2005-12-31,"328","322","-62356",2014-01-16,"",""
217,"217",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,2005-12-31,"328","323","-62356",2014-01-16,"",""
218,"218",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"328","324","-62356",2014-01-16,"",""
219,"219",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"328","325","-62356",2014-01-16,"",""
220,"220",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"328","326","-62356",2014-01-16,"",""
221,"221",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"328","327","-62356",2014-01-16,"",""
222,"222",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2011-01-01,3000-01-01,"328","330","-62356",2014-01-16,"",""
223,"223",-1084,2014-01-16 15:51:41.082391000,"B.109","",2014-01-16 15:51:41.082391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2011-07-01,3000-01-01,"328","322","-62356",2014-01-16,"",""
224,"224",-1084,2014-01-16 15:51:41.205798000,"B.109","",2014-01-16 15:51:41.205798000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"250","245","-62356",2014-01-16,"",""
225,"225",-1084,2014-01-16 15:51:41.205798000,"B.109","",2014-01-16 15:51:41.205798000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"250","246","-62356",2014-01-16,"",""
226,"226",-1084,2014-01-16 15:51:41.205798000,"B.109","",2014-01-16 15:51:41.205798000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"250","247","-62356",2014-01-16,"",""
227,"227",-1084,2014-01-16 15:51:41.205798000,"B.109","",2014-01-16 15:51:41.205798000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"250","248","-62356",2014-01-16,"",""
228,"228",-1084,2014-01-16 15:51:41.205798000,"B.109","",2014-01-16 15:51:41.205798000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"250","249","-62356",2014-01-16,"",""
229,"229",-1084,2014-01-16 15:51:41.245908000,"B.109","",2014-01-16 15:51:41.245908000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"253","251","-62356",2014-01-16,"",""
230,"230",-1084,2014-01-16 15:51:41.245908000,"B.109","",2014-01-16 15:51:41.245908000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"253","252","-62356",2014-01-16,"",""
231,"231",-1084,2014-01-16 15:51:41.459429000,"B.109","",2014-01-16 15:51:41.459429000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"287","285","-62356",2014-01-16,"",""
232,"232",-1084,2014-01-16 15:51:41.459429000,"B.109","",2014-01-16 15:51:41.459429000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"287","286","-62356",2014-01-16,"",""
233,"233",-1084,2014-01-16 15:51:42.214313000,"B.109","",2014-01-16 15:51:42.214313000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"300","296","-62356",2014-01-16,"",""
234,"234",-1084,2014-01-16 15:51:42.214313000,"B.109","",2014-01-16 15:51:42.214313000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"300","297","-62356",2014-01-16,"",""
235,"235",-1084,2014-01-16 15:51:42.214313000,"B.109","",2014-01-16 15:51:42.214313000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"300","298","-62356",2014-01-16,"",""
236,"236",-1084,2014-01-16 15:51:42.214313000,"B.109","",2014-01-16 15:51:42.214313000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"300","299","-62356",2014-01-16,"",""
237,"237",-1084,2014-01-16 15:51:42.261345000,"B.109","",2014-01-16 15:51:42.261345000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"138","136","-62356",2014-01-16,"",""
238,"238",-1084,2014-01-16 15:51:42.261345000,"B.109","",2014-01-16 15:51:42.261345000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"138","137","-62356",2014-01-16,"",""
239,"239",-1084,2014-01-16 15:51:42.261345000,"B.109","",2014-01-16 15:51:42.261345000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-01-01,3000-01-01,"138","332","-62356",2014-01-16,"",""
240,"240",-1084,2014-01-16 15:51:42.478319000,"B.109","",2014-01-16 15:51:42.478319000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"164","162","-62356",2014-01-16,"",""
241,"241",-1084,2014-01-16 15:51:42.478319000,"B.109","",2014-01-16 15:51:42.478319000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"164","163","-62356",2014-01-16,"",""
303,"303",-1084,2014-01-16 15:51:44.844929000,"B.109","",2014-01-16 15:51:44.844929000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"282","280","-62356",2014-01-16,"",""
304,"304",-1084,2014-01-16 15:51:44.844929000,"B.109","",2014-01-16 15:51:44.844929000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"282","281","-62356",2014-01-16,"",""
305,"305",-1084,2014-01-16 15:51:45.122444000,"B.109","",2014-01-16 15:51:45.122444000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"168","167","-62356",2014-01-16,"",""
306,"306",-1084,2014-01-16 15:51:45.400445000,"B.109","",2014-01-16 15:51:45.400445000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"234","232","-62356",2014-01-16,"",""
307,"307",-1084,2014-01-16 15:51:45.400445000,"B.109","",2014-01-16 15:51:45.400445000,"CHaegele",3000-01-01 00:00:00.000000000,"",2007-08-01,3000-01-01,"234","233","-62356",2014-01-16,"",""
308,"308",-1084,2014-01-16 15:51:45.400445000,"B.109","",2014-01-16 15:51:45.400445000,"CHaegele",3000-01-01 00:00:00.000000000,"",2010-07-01,3000-01-01,"234","329","-62356",2014-01-16,"",""
242,"242",-1084,2014-01-16 15:51:42.537660000,"B.109","",2014-01-16 15:51:42.537660000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"166","165","-62356",2014-01-16,"",""
243,"243",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","169","-62356",2014-01-16,"",""
244,"244",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","170","-62356",2014-01-16,"",""
245,"245",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","171","-62356",2014-01-16,"",""
246,"246",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","172","-62356",2014-01-16,"",""
247,"247",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","173","-62356",2014-01-16,"",""
248,"248",-1084,2014-01-16 15:51:42.660764000,"B.109","",2014-01-16 15:51:42.660764000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"175","174","-62356",2014-01-16,"",""
249,"249",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","193","-62356",2014-01-16,"",""
250,"250",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","194","-62356",2014-01-16,"",""
251,"251",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","195","-62356",2014-01-16,"",""
252,"252",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","196","-62356",2014-01-16,"",""
253,"253",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","197","-62356",2014-01-16,"",""
254,"254",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","198","-62356",2014-01-16,"",""
255,"255",-1084,2014-01-16 15:51:42.734043000,"B.109","",2014-01-16 15:51:42.734043000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"200","199","-62356",2014-01-16,"",""
256,"256",-1084,2014-01-16 15:51:42.815211000,"B.109","",2014-01-16 15:51:42.815211000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"224","221","-62356",2014-01-16,"",""
257,"257",-1084,2014-01-16 15:51:42.815211000,"B.109","",2014-01-16 15:51:42.815211000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"224","222","-62356",2014-01-16,"",""
258,"258",-1084,2014-01-16 15:51:42.815211000,"B.109","",2014-01-16 15:51:42.815211000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"224","223","-62356",2014-01-16,"",""
259,"259",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","312","-62356",2014-01-16,"",""
260,"260",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","313","-62356",2014-01-16,"",""
261,"261",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","314","-62356",2014-01-16,"",""
262,"262",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","315","-62356",2014-01-16,"",""
263,"263",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","316","-62356",2014-01-16,"",""
264,"264",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","317","-62356",2014-01-16,"",""
265,"265",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","318","-62356",2014-01-16,"",""
266,"266",-1084,2014-01-16 15:51:42.895090000,"B.109","",2014-01-16 15:51:42.895090000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"320","319","-62356",2014-01-16,"",""
267,"267",-1084,2014-01-16 15:51:43.119496000,"B.109","",2014-01-16 15:51:43.119496000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"266","264","-62356",2014-01-16,"",""
268,"268",-1084,2014-01-16 15:51:43.119496000,"B.109","",2014-01-16 15:51:43.119496000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"266","265","-62356",2014-01-16,"",""
269,"269",-1084,2014-01-16 15:51:43.151774000,"B.109","",2014-01-16 15:51:43.151774000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"270","269","-62356",2014-01-16,"",""
270,"270",-1084,2014-01-16 15:51:43.189698000,"B.109","",2014-01-16 15:51:43.189698000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"295","293","-62356",2014-01-16,"",""
271,"271",-1084,2014-01-16 15:51:43.189698000,"B.109","",2014-01-16 15:51:43.189698000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"295","294","-62356",2014-01-16,"",""
272,"272",-1084,2014-01-16 15:51:43.527214000,"B.109","",2014-01-16 15:51:43.527214000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"231","228","-62356",2014-01-16,"",""
273,"273",-1084,2014-01-16 15:51:43.527214000,"B.109","",2014-01-16 15:51:43.527214000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"231","229","-62356",2014-01-16,"",""
274,"274",-1084,2014-01-16 15:51:43.527214000,"B.109","",2014-01-16 15:51:43.527214000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"231","230","-62356",2014-01-16,"",""
275,"275",-1084,2014-01-16 15:51:43.857273000,"B.109","",2014-01-16 15:51:43.857273000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"279","276","-62356",2014-01-16,"",""
276,"276",-1084,2014-01-16 15:51:43.857273000,"B.109","",2014-01-16 15:51:43.857273000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"279","277","-62356",2014-01-16,"",""
277,"277",-1084,2014-01-16 15:51:43.857273000,"B.109","",2014-01-16 15:51:43.857273000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"279","278","-62356",2014-01-16,"",""
278,"278",-1084,2014-01-16 15:51:44.092467000,"B.109","",2014-01-16 15:51:44.092467000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"292","288","-62356",2014-01-16,"",""
279,"279",-1084,2014-01-16 15:51:44.092467000,"B.109","",2014-01-16 15:51:44.092467000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"292","289","-62356",2014-01-16,"",""
280,"280",-1084,2014-01-16 15:51:44.092467000,"B.109","",2014-01-16 15:51:44.092467000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"292","290","-62356",2014-01-16,"",""
281,"281",-1084,2014-01-16 15:51:44.092467000,"B.109","",2014-01-16 15:51:44.092467000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"292","291","-62356",2014-01-16,"",""
282,"282",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","145","-62356",2014-01-16,"",""
283,"283",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","146","-62356",2014-01-16,"",""
284,"284",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","147","-62356",2014-01-16,"",""
285,"285",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","148","-62356",2014-01-16,"",""
286,"286",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","149","-62356",2014-01-16,"",""
287,"287",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","150","-62356",2014-01-16,"",""
288,"288",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","151","-62356",2014-01-16,"",""
289,"289",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","152","-62356",2014-01-16,"",""
290,"290",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","153","-62356",2014-01-16,"",""
291,"291",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","154","-62356",2014-01-16,"",""
292,"292",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","155","-62356",2014-01-16,"",""
293,"293",-1084,2014-01-16 15:51:44.205148000,"B.109","",2014-01-16 15:51:44.205148000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"158","156","-62356",2014-01-16,"",""
